,label,target
113,에버는 노아 할머니와 노아 할머니를 도와서 방주를 만들었어요.  보세요, 그리고 에버가 새근새근 잠들어 있었답니다.
114,캄캄해  아 아무것도 안 보여 뭐든 나갔으니 어서 밖으로 나가자 재재의 신발장 안에서 시끌벅적 떠도는 소리가 들렸어요.  신발장 문이 열리더니 우산 세 개가 우당탕퉁당 우산 속에 숨어 있던 색깔 요정들이 신나게 춤추며 노래했죠,  함께 색이 어우러지니 더더욱 멋진 색깔이 되었죠.
115, 생쥐 마틴이랑 고양이 클라라 강아지 후버는 세상에서 제일 친한 친구랍니다.  셋은 언제나 함께 있고 싶었죠,  으리으리한 성은 아니지만 함께 모여 살 집이 있었으니까요.
116,초록빛 이파리에 작은 초록빛 카멜레온이 앉아 있었습니다.  카멜레온는 갈색 나뭇가지로 옮겨가더니 갈색이 되었습니다,  그리고 카멜레온는 파리를 잡았습니다.
117,어느 화창한 봄날이었어요.  아기 곰 부부는 겨울잠에서 깨어나 처음으로 굴 밖으로 나왔죠 온통 신기한 것들 뿐이어서 이것저것 볼 것이 많았답니다,  정말로 좋아하고 사랑한다면 내 곁에 두려고 욕심 내는 것이 아니라 있는 그대로를 인정해주고 아껴줘야 한다는 걸 알았어요.
118,"""나무를 베어서 새 집을 지어야지.""  나무꾼이 숲으로 갔습니다", 그렇게 해서 모두가 행복한 나무 집이 완성되었답니다.
119,옛날 아주 먼 옛날. 하늘나라를 다스리는 옥황상제에게 <인물14>라는 어여쁜 외동아들이 하나 있었어요, 매년 그때가 되면 머리털이 다 빠진 까마귀와 까치 덕분에 은하수 다리가 더욱 반짝반짝 빛나보이게 됐답니다.
120,"다음 날 아침 <인물133>는 물소에게 말했어요. ""네가 나와 함께 가지 않아도 나는 떠나야 할 것 같아", 그래서 <인물133>들의 털이 길다고 사람들은 말하지요.
121,옛날 옛적 어느 숲 속에 ‘뚜우’라는 부엉이가 살고 있었어요. 뚜우는 아직 어려서 몸집이 작았지만 부엉이가 해야 하는 일을 하나도 빠짐없이 하고 싶어 했어요, 그 집에서 뚜우는 뚜이와 함께 아주 아주 행복하게 살았답니다.
122,"하늘에서 흰 눈이 펑펑 내리면 눈<인물16>처럼 새하얀 토끼 한 마리가 곰곰이 생각에 잠긴답니다. ""평범한 건 싫어 어떻게 하면 특별한 토끼가 될까?"" 청둥오리들은 나란히 줄을 지어 해저무는 하늘을 훨훨 날아요", 저는 지금의 제가 참 좋아요.
123,흙은 언제나 꿈을 꾸고 있어요. 숲이 될 거예요, 오늘도 흙은 꿈을 꾸고 있어요.
124,"작고 하얀 펭귄은 외톨이. ""다른 애들은 회색과 까만색이 섞여 있는데 나만 새하얘",""" ""엄마, 언제나 내 곁에 아빠가 있다는 걸 알아요."
125,"햇살이 반짝반짝 비치고 바람이 살랑살랑 부는 날이었어. ""오, 순무를 심기 딱 좋은 날인걸"," 커다란 순무로 무슨 요리를 할까 ""야, 커다란 순무 파이야!"" 순무로 만든 맛있는 파이를 다 함께 나눠 먹었대."
126,어떤 할머니에게 순무 씨가 있었어요. 어느 날 할머니가 그 순무 씨를 심었어요, “맛있겠다.
127,우리 아빠는 늘 똑같은 옷만 입어. 청바지에 티셔츠, 아빠는 어쩜 이렇게 내 마음에 쏙 드는 옷을 골랐을까? 우리 아빠처럼 내 맘을 잘 아는 사람은 세상 어디에도 없을 거야.
128,"먼 옛날 어느 작은 왕국에 라나 왕자가 살았어요. 볼이 발그레, 웃을 때 가지런한 이가 드러나는 귀여운 공주", 한 번이면 충분해요.
129,옛날에 바보 같지만 마음씨 착한 ‘이반’이 농사를 지으며 살았어. 이반에게는 집을 떠나 떵떵거리며 사는 두 누나가 있었지, 여왕이 되어서도 궂은 일을 마다하지 않고 오래오래 나라를 잘 다스렸단다.
130,"""흐흑…. 어떡하지"," 내년에 또 만나자, 안녕."
131,"반짝반짝 작은 별에 차차, 푸푸, 고고가 살았어요. 세 친구는 사이가 아주 좋았어요"," ""이렇게 나누는 게 더 좋은걸?"" 나눠 먹으니까 힘이 불끈, 눈이 반짝, 쌩쌩! 공평하게 나눠 먹으니까 정말 정말 좋아!."
132,"집 앞까지 하나, 둘, 셋, 넷, 다섯, 여섯, 일곱, 여덟, 아홉, 열 걸음. 집에 가는 길이에요"," “준영아, 뭐해? 여기 개미굴 있어."
133,"내 입안에 충치균이 산다고요? 아무리 봐도 치아밖에 없는데. 사탕, 과자, 이런 걸 먹으면 입안에 있는 충치균이 똥을 싼다고요? 하얀 이에 누런 똥 우리 모두의 입안에는 이백억 마리의 구강 미생물이 살고 그중에 충치균이 포함되어 있는 거라고요? 200억 마리가 똥을 뿌지직? 으, 싫어 싫어 싫어"," 양치를 잘한 어린이, 최고! 내 입은 깨끗해요."
134,"말랑말랑, 새콤달콤. 꼬마생쥐 까모는 젤리를 참 좋아해요"," 셋, 어떤 스위치도 <인물153>지 않는다."
135,조물락 조물락. 길쭉 꼬리, 다음에도 공룡처럼 마구 화를 내지 않고 잘 참아야겠다.
136,"여기는 꼬마 개들이 다니는 왈왈 유치원. ""가운데 선 넘지마!"" ""누가 할 소리! 너야말로 조심해"," 이쪽으로 패스! 자, 간다!”."
137,"""오… 오늘은 공주랑 놀… 고 싶…"" 임금님은 언제나 말을 우물우물. 신하들은 무슨 말인지 알아들을 수가 없었어요", 잘 알겠지?”.
138,다연이는 베란다에 꼭 붙어서 손을 흔들고 또 흔들었어요. 아빠는 동생을 낳으러 병원에 갔어요, 귀여운 내 동생 정말 사랑해 형이 많이 많이 사랑해 줄게.
139,나는 뾰족이. 히히히히 오늘은 내가 유치원 대장이야, 너희들 생각은 어떠니? .
140,걱정 아저씨네 우편함에 편지가 왔어요. 다행 아저씨가 보냈어요, 조심해서 뛰면 괜찮아.
141,"내 이름은 김아영. 새로 산 원피스! 오늘 유치원에 입고 가면 친구들이 뭐라고 할까? 그런데 친구들은 나를 보자마자 ""김하영 공주 옷 입었구나! 돼지공주!"" ""돼지공주!"" ""난 돼지가 아니라 그냥 통통한 건데", 난 내가 자랑스러워.
142,"고은이네 집이 북적북적, 온 가족이 모였어요. 오늘은 고은이의 생일이거든요", 앞으로는 막무가내로 고집부리지 않을 거야.
143,"월요일 아침이에요. ""은비야 빨리 일어나"," 엄마, 아빠는 회사에서 뭐 했어?"" ""엄마? 음… 아빠는 우리 은비 생각했지."
144,꼬마곰이 숲속을 걸어가고 있었어요. 늑대가 군침을 흘리며 튀어나오자 꼬마곰이 마술 연필을 지그재그, 그리고는 음악대와 함께 연주를 시작했어요.
145,"""음… 너 이발 좀 해야겠는데?"" ""아니에요. 괜찮아요", 비밀은 지켜줄게요.
146,우리 아들이에요. 우리 아들은 동물을 좋아해요, 넌 나의 우주야.
147,세상에서 가장 게으른 아이를 알고 있나요? 바로 로로예요. 얼마나 움직이기 싫어하는지 몸을 한 번 뒤집는데도 한참이 걸린답니다, 이젠 굼벵이를 부러워하지 않겠죠.
148,개나리 반 친구들이 모두 모였어요. 그런데 선생님이 자리를 비운 사이 재호가 오줌을 싸고 말았네요, 앞으로는 실수를 하더라도 숨기지 않을래.
149,옛날 옛날에 여동생과 언니가 살았어요. 둘은 비슷한 데가 하나도 없었어요," 별일 없었니?"" 로즈는 오빠를 보고 오빠 잭도 로즈를 보고 살며시 웃었어요."
150,"""공격!"" 도<인물85>와 도진이가 미끄럼틀로 뛰어가요. 미끄럼틀 위에는 건우 누나가 버티고 있어요"," 놀이기구 탈 때 차례 지키기, 친구가 그네 탈 때 멀찍이 물러나 있기, 시소 탈 때 손잡이 꼭 잡기, 친구에게 모래 뿌리지 않기, 높은 곳에 올라가거나 매달리지 않기! 약속!."
151,"""김경우 휴대폰 이리 줘!"" 신나게 너구리 게임을 하던 경우의 얼굴이 울상이 되었어요. ""조금만, 조금만 더 하면 안돼?"" ""삼십 분 하기로 약속했잖아, 안돼"," 엄마, 이제 게임 안 할 거지?"" ""알았어, 너도 게임은 조금만 해."
152,"""아이, 어떡해, 어떡해…."" 발표회가 아직 멀었는데도 민지는 가슴이 콩닥콩닥", 다음에는 더 자신있게 불러야지.
153,나는 밤이 싫어요. 밤은 무섭고 심심하거든요, 엄마! .
154,생쥐들이 사는 마을에 고양이가 나타난 이후로 생쥐들은 하루도 편할 날이 없었어요. 참다 못한 생쥐들은 이 문제를 해결하기 위해 회의를 열었어요,"""  ."
155,"""엄마, 저녁 반찬은 뭐야?"" ""미역국이랑 생선."" ""에이, 떡볶이 해줘", 내 일은 스스로 척척!.
156,꼬마 아가씨가 탄 지하철이 달캉달캉 달려요. 그때 코끼리 아저씨가 지하철에 탔어요,""" 코끼리도 양보! ."
157,"올리브 나무는 자여신의 모습이 몹시 마음에 들었어요. ""내 기둥은 굵고 단단해",""" 갈대는 세찬 폭풍우를 씩씩하게 견뎌냈답니다."
158,"""베짱 베짱 즐거운 여름. 베짱 베짱 신나는 노래",""" 베짱이는 그제야 놀기만 하고 개미를 비웃었던 것을 뉘우쳤답니다."
159,엘리자베스는 아름다운 공주였어요. 엘리자베스에게는 비싸고 좋은 옷들이 많았죠,""" 이렇게 해서 두 사람은 결국 결혼하지 않았죠."
160,"""어우, 제라드 화가 나는 일이 있었구나! 무슨 일이 있었는지 아빠한테 말해주지 않을래?"" ""싫어요.!"" 제라드는 애꿎은 식탁을 발로 찼어요", 화가 났을 때 화난 기분이 우주 멀리 멀리 날아가 버려주는 우주 쉼터!“.
161,어느 마을에 가난하지만 마음씨 착한 구둣방 할머니와 할아버지가 살았어요. 할머니는 열심히 일했지만 어느덧 구두 한 켤레 만들 가죽밖에 남지 않았어요, 기뻐하는 요정들을 보며 구둣방 할머니와 할아버지도 뿌듯했답니다.
162,"""마법사 티티가 온다. 모두 숨어!"" 연못 친구들이 후다닥 몸을 숨겨요"," 쓰러진 꽃들아 일어서라, 얍! 개구리 뒷다리야 튼튼하게 나아라, 얍! 부서진 가지야 다시 붙어라, 얍!."
163,"비<인물226> 사람들과 타갈로그 사람들 사이에 전해져 오는 맨 처음 남자와 여자에 대한 이야기예요. 옛날에, 세상은 아름다운 낙원이었다고 해요", 그때부터 말라카스와 마간다는 여기 <인물101>에 살았어요.
164,자여신의 몸이 까만 것을 무척 싫어하는 까마귀가 있었어요. 내 몸은 왜 이렇게 까만 거야 멋진 화장을 해도 소용이 없어  그러던 어느 날 까마귀는 길에서 무지개 빛깔 공작의 깃털을 주었어요,""" 그제야 까마귀는 자여신의 몸을 싫어한 것을 후회했답니다."
165,옛날에 사람과 동물들은 지구라는 큰 집에서 사이좋게 어울려 살았어요. 어느 날 사람과 동물들이 서로 싸우고 헤어져 땅속 바다, 서로에게 그 일을 미루기만 하다가 어느 순간 집이 무너지고 말았어요.
166,"""모두 네 잘못이야."" 형제들은 서로를 다하며 다투었어요", 그 뒤 몽골 사람들은 대대로 하얀 <인물125>를 지어 편안히 사이좋게 살았어요.
167,뚱뚱이와 홀쭉이는 친한 친구 사이였어요. 이 둘은 함께 숲속을 여행하고 있었죠,""" ""뭐, 뭐라고?""."
168,어린 노세가 풀을 뜯고 있었어요. 그때 여우가 조심스럽게 다가왔어요,""" ""내가 너한테 잡아먹힐 줄 알고?"" ""어리석은 늑대 같으니라고."
169,"옛날에 마음씨 착한 나무꾼이 나무를 하고 있었어요. 그런데, 갑자기 손이 미끄러지면서 그만 도끼가 연못에 풍덩 빠지고 말았어요",""" 욕심쟁이 나무꾼은 결국 자여신의 도끼만 잃고 빈손으로 집에 돌아갔답니다."
170,"""나는 치치야. 아직은 잘 알지 못하지만, 이빨은 누구보다 뾰족해", 황금박쥐가 내 이빨을 물어가지도 않았는데 도대체 어떻게 된 거야? 어때 내 이빨? 정말 크고 멋지지!.
171,"""내가 만든 멋진 블록 건물! 한 층만 조심조심. 아, 안돼! 너, 감히 내 건물을 망가뜨렸어! 너 때문에 내가 지금까지 만든 벽돌 건물이 무너졌잖아"" 화가 난 소피아가 노아를 주먹으로 때리려고 해요"," 이 풍선은 노화가 내 인형 목을 부러뜨려서 화난 풍선, 파란 풍선은 오늘 제라드가 나랑 안 놀아줘서 화난 풍선, 노란 풍선은 마트 갔다 오는 길에 넘어져서 오렌지 주스를 쏟아서 화난 풍선."
172,유치원이 끝났어요. 저 앞에 아빠가 보여요," 엄마, 나 사랑하지?."
173,"햇살이 따사로운 어느 날 배고픈 애벌레가 살금살금. ""그런데 잠깐, 애벌레야", 배고픈 애벌레는 덥석! 맛있는 이파리를 찾았어요.
174,어느 마을에 개와 고양이를 키우는 가난한 할아버지가 살았어요. 하루는 강에 나갔다가 어부에게 잡힌 잉어를 보았어요," 그 뒤로 고양이는 집 안에서, 개는 집 밖에서 살며 서로 으르렁거린답니다."
175,"""방금 네가 탔잖아 이제 내 차례야! "" ""아니야! 내 차례야 너는 두 번 탔잖아!""  나나와 은지가 소리쳐요. ""넌 욕심꾸러기야",""" ""괜찮아, 우리는 친구잖아."
176,벌써 며칠째 쫄쫄 굶었더니 너무너무 배가 고파.,.
177,커다란 소리가 났어. 깜짝 놀라서 뛰어나갔지,""" 네 친구 뿌직이가."
178,여기는 거인들이 살고 있는 쿵쾅마을. 쿵쾅 소리가 하도 무서워서 아무도 얼씬 못하지,""" ""거인들이 배려할 줄 알고 친절하대!""."
179,햇빛이 반짝반짝 빛나는 봄날. 엄마랑 아빠랑 동물원에 갔어요, 내가 잘할수록 행복한 일이 더 많았으면 좋겠어.
180,"내 동생이에요. ""누나, 누나, 누나!"" 모두 동생 보고 귀엽대요"," ""누나 나랑 놀자!"" ""응! 집에 가서 숨바꼭질하자 꼭꼭 숨어라! 머리카락 보인다."
181,"""복싱아 오빠한테 와."" 유나네 강아지 복실이는 하얀 털이 복슬복슬, 까만 눈이 동글동글", 유나 오빠가.
182,엄마랑 놀이동산에 왔어요. 대관람차도 타고 오르락 내리락,  약속 꼭~ 도장 꾹.
183,가을이 왔어요. 아직 푸른 빛이 남아 있는 들판에 먼 여행에서 돌아온 가을이 여신이 나서 인사해요,  내 마음 속으로 가을이 들어왔어요.
184,수목원에 겨울이 왔어요. 풀과 나무들은 조용한 겨울날을 보내고 있지요,"""  나무들은 동백꽃 향기를 맡으며 봄을 기다렸어요."
185,"""아이 심심해 뭐 재밌는 일 없을까?"" 그때 아주 커다란 상자 하나가 뚝! 떨어졌어요. 이 상자는 아주 특별한 장난감이니 소중하게 가지고 놀아요"," ""나랑 같이 놀래?""."
